Year,Statistic Name,Name(s),Team(s),Statistic Value
2023,Wins,Zach Eflin,Tampa Bay Rays,16.0
2024,Complete Games,Kevin Gausman,Toronto,2.0
2024,ERA,Tarik Skubal,Detroit,2.39
2024,Games,T.J. McFarland,Oakland,79.0
2024,Saves,Emmanuel Clase,Cleveland,47.0
2024,Shutouts,Ronel Blanco,Houston,1.0
2024,Shutouts,Joey Estes,Oakland,1.0
2024,Shutouts,Kevin Gausman,Toronto,1.0
2024,Shutouts,Tanner Houck,Boston,1.0
2024,Shutouts,Keider Montero,Detroit,1.0
2024,Strikeouts,Tarik Skubal,Detroit,228.0
2024,Winning Percentage,Tarik Skubal,Detroit,0.818
2024,Wins,Tarik Skubal,Detroit,18.0
